物料编码,物料名称,厂家产品码,计量单位,结算价,数量
1701020145,多楔带,4PK670,条,13.3,
1701030521,三角带,V13X1280,条,27.6,
1701020549,多楔带,6PK2500,条,78.2,
1701020365,多楔带,5PK970,条,25.3,
1701020238,多楔带,5PK1245,条,30.8,
1701020402,多楔带,6PK1180,条,37.3,
1701020326,多楔带,5PK710,条,18.5,
1701020022,多楔带,3PK630,条,10.1,
1701020207,多楔带,5PK1010,条,26.1,
1701020899,多楔带,6PK2010,条,63.6,
1701020248,多楔带,5PK1355,条,34.2,
1701030529,三角带,V13X1345,条,28.9,
1701020541,多楔带,6PK2410,条,74.5,
1701020094,多楔带,4PK1160,条,23.2,
1701020439,多楔带,6PK1548,条,49.9,
1701020095,多楔带,4PK1170,条,22,
1702000246,张紧轮,GTA1088,个,165,
1701020772,多楔带,8PK2025,条,87,
1701020638,多楔带,7PK1685,条,60.2,
1701020929,多楔带,6PK1593,条,51.3,
1701020089,多楔带,4PK1115,条,22.8,
1701020033,多楔带,3PK750,条,12.7,
1701020532,多楔带,6PK2380,条,76.8,
1701020594,多楔带,6PK895,条,28,
1701010331,正时带,90058X17,条,60,
1701020941,多楔带,7PK855,条,33.2,
1701020092,多楔带,4PK1135,条,23.2,
1701020600,多楔带,6PK940,条,29.7,
1701020428,多楔带,6PK1425,条,44.6,
1701020918,多楔带,7PK1853,条,71.9,
1701020922,多楔带,4PK1240,条,25.9,
1701010235,正时带,76119X31.5,条,167,
1701040146,正时套包,K0177163,套,245,
1701040145,正时套包,K0177166,套,259,
1701010345,正时带,92110X22,条,69,
1701010309,正时带,77173X25.4,条,122,
1701040005,正时套包,K0140433,套,120,
1701010196,正时带,70153X25.4,条,71,
1702000030,张紧轮,GTA1025,个,158,
1702000245,张紧轮,GTA1087,个,170,
1701020648,多楔带,7PK1910,条,71.8,
1701010231,正时带,76117x22,条,65,
1701020577,多楔带,6PK780,条,25.2,
1702000021,张紧轮,GTA5002,个,42,
1701020104,多楔带,4PK1250,条,25.6,
1701020366,多楔带,5PK980,条,25.6,
1701020927,多楔带,7PK2604,条,82,
1701020404,多楔带,6PK1195,条,37.4,
1702000176,张紧轮,GTA1058,个,168,
1701020527,多楔带,6PK2345,条,74.2,
1701020024,多楔带,3PK645,条,10.1,
1701010217,正时带,76103X25.4,条,75,
1701010297,正时带,77140X22,条,84,
1701020388,多楔带,6PK1085,条,34.3,
1702000022,张紧轮,GTA1006,个,146,
1701020099,多楔带,4PK1195,条,24.4,
1701020448,多楔带,6PK1640,条,51.9,
1701020908,多楔带,7PK2875,条,111.3,
1701010301,正时带,77154X29,条,102,
1702000072,张紧轮,GTA1024,个,138.4,
1701020426,多楔带,6PK1405,条,44.4,
1701020432,多楔带,6PK1480,条,46.8,
1701020356,多楔带,5PK910,条,24.5,
1701010236,正时带,76119X32,条,167,
1701020256,多楔带,5PK1415,条,34.7,
1701020544,多楔带,6PK2440,条,77,
1701020421,多楔带,6PK1355,条,42.9,
1701020250,多楔带,5PK1375,条,35.9,
1701020251,多楔带,5PK1385,条,35.7,
1701020076,多楔带,4PK1040,条,22,
1701020053,多楔带,3PK855,条,13.4,
1701020120,多楔带,4PK1425,条,30,
1701020489,多楔带,6PK1970,条,63.5,
1701020041,多楔带,3PK795,条,12.4,
1701020401,多楔带,6PK1170,条,38.2,
1701020113,多楔带,4PK1355,条,27.7,
1701040070,正时套包,K0177207,套,222,
1701020399,多楔带,6PK1155,条,35.7,
1702000326,惰轮,GTA5097,个,127,
1701020127,多楔带,4PK1525,条,31.2,
1701020317,多楔带,5PK630,条,16.4,
1701010228,正时带,76112X32,条,164,
1701020340,多楔带,5PK820,条,20.3,
1701020652,多楔带,7PK2080,条,78.2,
1701010333,正时带,90130X20,条,131,
1701020928,多楔带,6PK1780,条,56.2,
1701020665,多楔带,7PK2410,条,92.5,
1701020666,多楔带,7PK2420,条,100.8,
1701020547,多楔带,6PK2475,条,77.5,
1701020427,多楔带,6PK1415,条,44.6,
1701020447,多楔带,6PK1635,条,52.8,
1701020023,多楔带,3PK635,条,9.9,
1702000325,张紧轮,GTA1112,个,172,
1701020560,多楔带,6PK2590,条,83.5,
1701020484,多楔带,6PK1925,条,62.1,
1701010317,正时带,77207X32,条,143,
1701020920,多楔带,6PK870,条,28.4,
1701020924,多楔带,7PK1385,条,52.2,
1701020593,多楔带,6PK890,条,29.1,
1701020445,多楔带,6PK1620,条,48.2,
1701020372,多楔带,6DPK1939,条,98.3,
1701020263,多楔带,5PK1505,条,39.3,
1702000015,张紧轮,GTA1008,个,112,
1702000045,张紧轮,GTA1016,个,85.3,
1702000241,张紧轮,GTA1084,个,183,
1702000013,张紧轮,GTA1020,个,115,
1702000057,张紧轮,GTA1028,个,121,
1702000073,张紧轮,GTA5008,个,32,
1702000092,张紧轮,GTA1040,个,134.6,
1702000213,张紧轮,GTA1073,个,72,
1702000155,张紧轮,GTA1050,个,126,
1701020925,多楔带,7PK1250,条,47,
1701040105,正时套包,K0376113,套,148,
1701020548,多楔带,6PK2490,条,63.3,
1702000130,张紧轮,GTA5027,个,47.4,
1701040112,正时套包,K0476123,套,225,
1701020909,多楔带,7PK2710,条,103,
1701020280,多楔带,5PK1745,条,43.2,
1701020142,多楔带,4PK645,条,12.5,
1701010329,正时带,84122X19.1,条,36,
1701020422,多楔带,6PK1365,条,44.5,
1701020002,多楔带,3PK1000,条,16.2,
1701020268,多楔带,5PK1575,条,41.1,
1701020629,多楔带,7PK1580,条,59,
1701020430,多楔带,6PK1450,条,47.3,
1701020359,多楔带,5PK935,条,24.4,
1701010296,正时带,77135X25,条,107,
1701020434,多楔带,6PK1505,条,47.6,
1701020274,多楔带,5PK1650,条,42.6,
1701010227,正时带,76112X24,条,79,
1701010048,正时带,40813X23,条,116,
1701020276,多楔带,5PK1680,条,41.6,
1701020912,多楔带,6PK2460,条,80.2,
1701020431,多楔带,6PK1460,条,47.1,
1701020561,多楔带,6PK2605,条,83,
1701020129,多楔带,4PK1545,条,31.6,
1701020654,多楔带,7PK2120,条,79,
1701020008,多楔带,3PK1050,条,16.9,
1701020054,多楔带,3PK865,条,14,
1701020775,多楔带,8PK2095,条,93,
1701010200,正时带,76070X16,条,40,
1701020921,多楔带,7PK1593,条,61.8,
1701020911,多楔带,6PK1190,条,37.6,
1701020926,多楔带,6PK2483,条,80.9,
1701020634,多楔带,7PK1645,条,63.9,
1701020662,多楔带,7PK2340,条,88,
1701020917,多楔带,6PK2470,条,80.5,
1701020663,多楔带,7PK2365,条,91.7,
1701020545,多楔带,6PK2455,条,80.1,
1701020633,多楔带,7PK1635,条,63.5,
1701020546,多楔带,6PK2465,条,78,
1701020892,多楔带,7PK1104,条,42.9,
1702000187,张紧轮,GTA1059,个,95,
1702000134,张紧轮,GTA1026,个,246,
1702000082,张紧轮,GTA1038,个,180,
1702000332,惰轮,GTA5074,个,81,
1702000305,张紧轮,GTA5119,个,35,
1702000331,惰轮,GTA5073,个,49,
1702000267,张紧轮,GTA1131,个,120,
1702000117,张紧轮,GTA5020,个,35,
1702000070,张紧轮,GTA1034,个,95,
1701010306,正时带,77167X25.4,条,138,
1701010341,正时带,90253X30,条,179,
1701040044,正时套包,K0176103,套,138,
1701040097,正时套包,K0276123,套,318,
1702000071,张紧轮,GTA1041,个,211,
1702000240,张紧轮,GTA5049,个,81,
1702000085,张紧轮,GTA5005,个,104,
1702000081,张紧轮,GTA1036,个,225,
1702000128,张紧轮,GTA1047,个,139,
1702000174,张紧轮,GTA1057,个,165,
1702000175,张紧轮,GTA5030,个,61.8,
1702000203,张紧轮,GTA1067,个,330,
1702000244,张紧轮,GTA1082,个,130,
1702000184,张紧轮,GTA1060,个,126,
1702000204,张紧轮,GTA5033,个,107,
1702000076,张紧轮,GTA1033,个,141.5,
1702000068,张紧轮,GTA5016,个,59,
1702000353,张紧轮,GTA1236,个,123,
1702000354,惰轮,GTA5166,个,68,
1702000355,惰轮,GTA5167,个,48,
1702000291,张紧轮,GTA5075,个,53.6,
1702000185,张紧轮,GTA5031,个,60,
1702000154,张紧轮,GTA1051,个,176,
1702000056,张紧轮,GTA1042,个,459,
1702000207,张紧轮,GTA5036,个,38,
1702000067,张紧轮,GTA5015,个,71.5,
1702000075,张紧轮,GTA1037,个,227,
1702000258,张紧轮,GTA5094,个,61,
1702000096,张紧轮,GTA1023,个,154,
1702000255,张紧轮,GTA1149,个,218,
1702000074,张紧轮,GTA5014,个,54.1,
1702000254,张紧轮,GTA1148,个,200,
1702000218,张紧轮,GTA1078,个,380,
1702000259,张紧轮,GTA5095,个,71,
1702000269,张紧轮,GTA1144,个,126,
1702000260,张紧轮,GTA5096,个,169,
1702000206,张紧轮,GTA1075,个,102,
1702000098,张紧轮,GTA1021,个,246,
1702000215,张紧轮,GTA1077,个,260,
1702000110,张紧轮,GTA5011,个,63.9,
1702000150,张紧轮,GTA5028,个,96,
1702000090,张紧轮,GTA1013,个,214.3,
1702000112,张紧轮,GTA1032,个,122,
1702000151,张紧轮,GTA5029,个,102,
1702000257,张紧轮,GTA1155,个,174,
1702000261,张紧轮,GTA5101,个,82,
1702000100,张紧轮,GTA5013,个,30.2,
1702000469,张紧轮,GTA1158,个,112,
1702000468,张紧轮,GTA1157,个,112,
1702000491,张紧轮,GTA1251,个,112,
1702000492,惰轮,GTA5191,个,36,
1703000115,水泵,GWP4000AL,个,319,
1703000008,水泵,GWP9157,个,105.3,
1703000002,水泵,GWP5298,个,93,
1703000011,水泵,GWP5733,个,96,
1703000025,水泵,GWP9114,个,68.4,
1703000012,水泵,GWP5299A,个,74,
1703000005,水泵,GWP5141,个,73,
1703000048,水泵,GWP5948,个,86.4,
1703000047,水泵,GWP6031,个,77.4,
1703000050,水泵,GWP5511,个,105,
1703000030,水泵,GWP5123,个,82,
1703000023,水泵,GWP5343A,个,162,
1703000082,水泵,GWP5486,个,99,
1703000013,水泵,GWP5332,个,88,
1703000010,水泵,GWP5334,个,103,
1703000054,水泵,GWP5148,个,76,
1703000037,水泵,GWP5367,个,118,
1703000044,水泵,GWP5244D,个,96,
1703000067,水泵,GWP5140,个,104,
1703000024,水泵,GWP5881,个,92,
1703000042,水泵,GWP5246,个,120,
1703000035,水泵,GWP5519,个,155,
1703000038,水泵,GWP5074,个,116,
1703000071,水泵,GWP4000,个,158,
1703000016,水泵,GWP8027,个,98,
1703000007,水泵,GWP4002,个,98,
1703000031,水泵,GWP5687,个,95,
1703000014,水泵,GWP8014,个,191,
1703000052,水泵,GWP5274,个,98,
1703000063,水泵,GWP7089,个,110,
1703000019,水泵,GWP5363,个,98,
1703000034,水泵,GWP8169,个,102,
1703000041,水泵,GWP7008,个,102,
1703000027,水泵,GWP7029,个,46,
1703000057,水泵,GWP5729,个,123,
1703000032,水泵,GWP5958,个,120,
1703000064,水泵,GWP8188,个,150,
1701020991,多楔带,5PK692SF,条,41.9,
1701020992,多楔带,5PK716SF,条,43.3,
1701020990,多楔带,6DPK2289,条,163.8,
1701020509,多楔带,6PK2170,条,70.7,
1702000466,张紧轮,GTA1139,个,159,
1702000389,张紧轮,GTA1138,个,192,
1702000357,惰轮,GTA5086,个,76,
1701020610,多楔带,7DPK2074,条,140,
1701010262,正时带,76142X23,条,89,
1701020903,多楔带,7PK2270,条,85.5,
1701020569,多楔带,6PK2870,条,89.8,
1702000293,张紧轮,GTA5087,个,55,
1701020986,多楔带,8PK1390,条,61,
1702000200,张紧轮,GTA5035,个,201.9,
1701010160,正时带,58112X19,条,28,
1701040140,附件套包,K016PK2283,套,284,
1701020277,多楔带,5PK1700,条,44.2,
1701020942,多楔带,8DPK1355,条,133.9,
1701020931,多楔带,5DPK1554,条,95.8,
1701010386,正时带,20293X22,条,65,
1701020278,多楔带,5PK1715,条,44.7,
1701020952,多楔带,6PK2520,条,82.1,
1701020653,多楔带,7PK2110,条,79.5,
1701020112,多楔带,4PK1345,条,27.5,
1701020262,多楔带,5PK1490,条,38,
1701020265,多楔带,5PK1535,条,39.2,
1701020279,多楔带,5PK1730,条,45.1,
1701010284,正时带,77108X25.3,条,67,
1702000456,惰轮,GTA5062,个,56,
1702000457,惰轮,GTA5063,个,56,
1701020664,多楔带,7PK2370,条,92.2,
1701020554,多楔带,6PK2528,条,82.4,
1701020766,多楔带,8PK1960,条,89.7,
1701020954,多楔带,8PK954,条,43.6,
1702000407,张紧轮,GTA1136,个,50,
1702000426,张紧轮,GTA1125,个,170,
1701020933,多楔带,5PK1435,条,36.6,
1702000437,张紧轮,GTA1102,个,505,
1702000438,张紧轮,GTA1106,个,139.1,
1702000439,张紧轮,GTA1107,个,257.5,
1702000158,张紧轮,GTA5017,个,34,
1701030438,三角带,V10X790,条,15.1,
1701020940,多楔带,7PK813,条,31.6,
1701040138,水泵套包,KP277154,套,418,
1701020923,多楔带,7PK2500,条,98,
1701020919,多楔带,7PK1035,条,40.2,
1701020915,多楔带,7PK2023,条,77.7,
1701020739,多楔带,8PK1680,条,74.5,
1701020790,多楔带,8PK2410,条,110.3,
1702000315,张紧轮,GTS1110,个,190,
1702000264,张紧轮,GTS5048,个,94,
1702000265,张紧轮,GTS5051,个,71,
1701020904,多楔带,6PK2745,条,88.5,
1701030636,三角带,V13X800,条,17.6,
1701030632,三角带,V13X780,条,17.3,
1701030671,三角带,V13X975,条,21,
1701030673,三角带,V13X985,条,21,
1701030630,三角带,V13X770,条,16.9,
1701030626,三角带,V13X750,条,13.8,
1701030648,三角带,V13X865,条,17.8,
1701030472,三角带,V10X975,条,19.2,
1701030668,三角带,V13X960,条,21.1,
1701030470,三角带,V10X965,条,19,
1701030619,三角带,V13X700,条,15.6,
1701030670,三角带,V13X970,条,21.3,
1701030621,三角带,V13X720,条,16,
1701030624,三角带,V13X735,条,16.2,
1701030480,三角带,V13X1025,条,22.1,
1701030558,三角带,V13X1545,条,33.3,
1701030534,三角带,V13X1370,条,29.5,
1701030437,三角带,V10X785,条,10.2,
1701030567,三角带,V13X1625,条,36.1,
1701030553,三角带,V13X1515,条,32.6,
1701030516,三角带,V13X1255,条,27,
1701030514,三角带,V13X1230,条,27,
1701030539,三角带,V13X1410,条,31,
1701030684,三角带,V15X1065,条,29.6,
1701030377,三角带,V10X1420,条,27.7,
1701030506,三角带,V13X1170,条,25.2,
1701030541,三角带,V13X1420,条,31.2,
1701030569,三角带,V13X1650,条,36.3,
1701030535,三角带,V13X1380,条,29.7,
1701030329,三角带,V10X1060,条,20.7,
1701030531,三角带,V13X1355,条,29.8,
1701030319,三角带,V10X1000,条,19.5,
1701030322,三角带,V10X1015,条,19.8,
1701030523,三角带,V13X1300,条,28.9,
1701030452,三角带,V10X860,条,15.2,
1701030454,三角带,V10X875,条,17.2,
1701030552,三角带,V13X1500,条,33,
1701030464,三角带,V10X935,条,18.4,
1701030335,三角带,V10X1095,条,21.3,
1701030561,三角带,V13X1565,条,34.4,
1701030505,三角带,V13X1165,条,25.6,
1701030526,三角带,V13X1320,条,20.9,
1701030528,三角带,V13X1330,条,29.2,
1701030345,三角带,V10X1155,条,22.5,
1701030518,三角带,V13X1265,条,27.8,
1701030562,三角带,V13X1570,条,34.9,
1701030512,三角带,V13X1210,条,25.2,
1701030361,三角带,V10X1295,条,25.2,
1701030566,三角带,V13X1610,条,35.4,
1701030324,三角带,V10X1025,条,20,
1701030550,三角带,V13X1485,条,32.7,
1701030570,三角带,V13X1660,条,36.5,
1701030510,三角带,V13X1200,条,26.4,
1701030334,三角带,V10X1085,条,21.1,
1701030351,三角带,V10X1205,条,23.5,
1701030350,三角带,V10X1195,条,23.3,
1701030460,三角带,V10X905,条,17.8,
1701030386,三角带,V10X1515,条,29.5,
1701030508,三角带,V13X1190,条,26.2,
1701030343,三角带,V10X1145,条,22.3,
1701030461,三角带,V10X915,条,18,
1701030337,三角带,V10X1110,条,21.6,
1701030358,三角带,V10X1260,条,24.5,
1701030359,三角带,V10X1275,条,24.8,
1701030456,三角带,V10X885,条,17.4,
1701030347,三角带,V10X1165,条,22.7,
1701030353,三角带,V10X1220,条,23.8,
1701030458,三角带,V10X895,条,17.6,
1701030364,三角带,V10X1320,条,25.7,
1701030573,三角带,V13X1685,条,37.1,
1701030584,三角带,V13X1780,条,39.2,
1701030582,三角带,V13X1750,条,38.5,
1701030525,三角带,V13X1310,条,28.8,
1701030543,三角带,V13X1430,条,31.4,
1701030367,三角带,V10X1345,条,26.2,
1701030380,三角带,V10X1445,条,28.2,
1701030383,三角带,V10X1470,条,28.6,
1701030384,三角带,V10X1485,条,28.9,
1701030354,三角带,V10X1230,条,24,
1701030379,三角带,V10X1435,条,28,
1701030373,三角带,V10X1395,条,27.2,
1701030366,三角带,V10X1330,条,25.9,
1701030368,三角带,V10X1360,条,26.5,
1701030341,三角带,V10X1130,条,22,
1701030590,三角带,V13X1865,条,41,
1701030548,三角带,V13X1475,条,32.4,
1701030551,三角带,V13X1495,条,32.9,
1701030594,三角带,V13X1930,条,42.4,
1701030580,三角带,V13X1735,条,38.2,
1701030579,三角带,V13X1725,条,37.9,
1701030583,三角带,V13X1765,条,38.8,
1701030546,三角带,V13X1460,条,32.1,
1701030596,三角带,V13X1965,条,43.2,
1701030564,三角带,V13X1590,条,35,
1701030568,三角带,V13X1640,条,36.1,
1701030572,三角带,V13X1675,条,36.8,
1701030574,三角带,V13X1700,条,37.4,
1701030362,三角带,V10X1305,条,25.4,
1701030357,三角带,V10X1245,条,24.3,
1701030339,三角带,V10X1120,条,21.8,
1701030576,三角带,V13X1710,条,37.6,
1701030381,三角带,V10X1460,条,28.5,
1701030375,三角带,V10X1405,条,27.4,
1701030372,三角带,V10X1380,条,26.9,
1701030385,三角带,V10X1495,条,29.1,
1701030699,三角带,V15X1145,条,31.8,
1701030851,三角带,V13X1245（平齿）,条,32.8,
1701030848,三角带,V10X1105,条,21.5,
1701030847,三角带,V10X1150,条,22.4,
1701030850,三角带,V13X935（平齿）,条,26,
1701030849,三角带,V13X910（平齿）,条,24.2,
1701030703,三角带,V15X1170,条,30.9,
1701030750,三角带,V15X1690,条,47,
1701030693,三角带,V15X1110,条,30.8,
1701030697,三角带,V15X1130,条,31.4,
1701030752,三角带,V15X1725,条,47.9,
1701030757,三角带,V15X1805,条,50.2,
1701030696,三角带,V15X1125,条,30.6,
1701030766,三角带,V15X1910,条,53.1,
1701030836,三角带,V15x940,条,26.1,
1701030754,三角带,V15x1755,条,48.8,
1701030755,三角带,V15X1770,条,49.2,
1701030756,三角带,V15X1785,条,47.6,
1701030759,三角带,V15X1830,条,50.9,
1701030773,三角带,V15x1995,条,55.4,
1701030776,三角带,V15X2025,条,56.3,
1701030774,三角带,V15X2005,条,55.7,
1701030778,三角带,V15X2065,条,57.4,
1701030760,三角带,V15x1845,条,51.3,
1701030763,三角带,V15X1875,条,52.1,
1701030788,三角带,V15x2250,条,62.5,
1701030852,三角带,V15X1600,条,44.5,
1701030853,三角带,V15X1710,条,47.5,
1701030854,三角带,V15X1045,条,27.6,
1702000471,张紧轮,GTS1002,个,69,
1702000472,张紧轮,GTS1005,个,29,
1701010305,正时带,77166X24,条,96,
1702000365,惰轮,GTA5098,个,135,
1702000361,惰轮,GTA5076,个,93,
1702000222,张紧轮,GTA5045,个,130,
1702000201,张紧轮,GTA1074,个,190,
1701010326,正时带,77281X30,条,140,
1701010384,正时带,77163X24,条,84,
1702000382,张紧轮,GTA1089,个,271,
1701010293,正时带,77123X22,条,106,
1701010203,正时带,76091X19,条,32,
1701040133,附件套包,K016PK989,套,75,
1702000394,惰轮,GTA5162,个,73.2,
1702000360,惰轮,GTA5089,个,175,
1702000186,张紧轮,GTS1068,个,57.9,
1702000356,张紧轮,GTA1163,个,195,
1702000376,张紧轮,GTS1137,个,75,
1702000374,惰轮,GTS5154,个,63,
1702000443,惰轮,GTA5058,个,43,
1701010274,正时带,76176X28,条,140,
1701040026,附件套包,K016PK1310,套,179,
1701010198,正时带,76058X22,条,56,
1702000404,惰轮,GTA5070,个,132,
1702000292,张紧轮,GTA5077,个,29,
1702000329,惰轮,GTS5045,个,56,
1701010288,正时带,77111X20,条,45,
1701010278,正时带,77099X19,条,78,
1701010272,正时带,76163X25.4,条,167,
1701010379,正时带,76135X25.4,条,102,
1702000307,张紧轮,GTA5126,个,142,
1702000224,张紧轮,GTA5042,个,105,
1702000223,张紧轮,GTA5043,个,105,
1702000348,张紧轮,GTA1165,个,206,
1702000324,惰轮,GTA5160,个,35.1,
1702000349,张紧轮,GTA1171,个,211.2,
1702000340,张紧轮,GTA1159,个,299,
1702000346,张紧轮,GTA1142,个,364,
1702000328,张紧轮,GTS1105,个,125,
1702000271,张紧轮,GTA1176,个,164,
1702000189,张紧轮,GTA5032,个,40,
1702000330,张紧轮,GTS1106,个,113,
1702000266,张紧轮,GTS5052,个,87,
1702000221,张紧轮,GTA1079,个,299,
1702000232,张紧轮,GTA1081,个,125.7,
1702000063,张紧轮,GTA1012,个,87,
1702000262,张紧轮,GTA5102,个,137,
1702000088,张紧轮,GTA5009,个,80.4,
1702000220,张紧轮,GTA5041,个,128.8,
1702000219,张紧轮,GTA5040,个,82.4,
1702000256,张紧轮,GTA1154,个,255,
1702000041,张紧轮,GTA5007,个,43.3,
1702000010,张紧轮,GTA5001,个,30,
1702000099,张紧轮,GTA5010,个,46.4,
1702000097,张紧轮,GTA1019,个,130.9,
1702000306,张紧轮,GTA5122,个,80,
1702000196,张紧轮,GTA1069,个,296,
1702000276,张紧轮,GTA1183,个,425.4,
1702000044,张紧轮,GTA1018,个,117.5,
1703000039,水泵,GWP9152,个,110.1,
1703000049,水泵,GWP8167,个,75,
1703000078,水泵,GWP4017,个,110,
